Source Target Weight
殷锦 方怡 1
殷锦 张淡月 19
殷锦 瘦头陀 1
殷锦 吴三桂 1
殷锦 赵良栋 2
殷锦 沐剑屏 4
殷锦 王进宝 2
殷锦 孙思克 1
殷锦 曾柔 5
苏荃 韦小宝 393
苏荃 洪安通 1
苏荃 方怡 51
苏荃 沐剑屏 29
苏荃 曾柔 30
苏荃 小桂子 5
苏荃 陆高轩 3
苏荃 双儿 60
苏荃 冯锡范 27
苏荃 风际中 39
苏荃 何惕守 1
苏荃 陈近南 36
苏荃 建宁公主 4
苏荃 施琅 20
苏荃 王进宝 8
苏荃 温有方 6
苏荃 赵良栋 1
苏荃 孙思克 2
苏荃 吴三桂 3
苏荃 彭参将 11
苏荃 林兴珠 1
苏荃 索额图 1
苏荃 茅十八 27
苏荃 吕留良 6
苏荃 吴之荣 3
苏荃 吕葆中 4
苏荃 吕毅中 4
苏荃 顾炎武 30
苏荃 吴六奇 1
苏荃 舒化龙 12
陆高轩 无根道人 41
陆高轩 韦小宝 409
陆高轩 胖头陀 131
陆高轩 殷锦 35
陆高轩 洪安通 3
陆高轩 沐剑屏 18
陆高轩 方怡 31
陆高轩 张淡月 20
陆高轩 双儿 10
陆高轩 徐天川 2
陆高轩 樊纲 1
陆高轩 钱老本 2
陆高轩 察尔珠 1
陆高轩 张康年 12
陆高轩 赵齐贤 3
陆高轩 吴三桂 16
陆高轩 建宁公主 4
陆高轩 吴应熊 3
陆高轩 瘦头陀 121
陆高轩 李西华 21
陆高轩 李自成 2
陆高轩 冯锡范 11
陆高轩 吴六奇 2
陆高轩 马超兴 1
陆高轩 风际中 1
陆高轩 索额图 6
陆高轩 施琅 11
陆高轩 鳌拜 1
陆高轩 许雪亭 42
陆高轩 汤若望 8
陆高轩 南怀仁 2
陆高轩 苏菲亚 4
陆高轩 高里津 3
陆高轩 西奥图三世 2
陆高轩 桑结 25
陆高轩 葛尔丹 4
陆高轩 赵良栋 2
陆高轩 曾柔 1
陆高轩 苏荃 3
陆高轩 小桂子 1
瘦头陀 胖头陀 143
瘦头陀 韦小宝 569
瘦头陀 陆高轩 121
瘦头陀 李西华 53
瘦头陀 张康年 20
瘦头陀 李自成 11
瘦头陀 冯锡范 16
瘦头陀 陈圆圆 1
瘦头陀 钱老本 11
瘦头陀 徐天川 2
瘦头陀 双儿 30
瘦头陀 小桂子 3
瘦头陀 施琅 28
瘦头陀 九难 7
瘦头陀 许雪亭 25
瘦头陀 无根道人 11
瘦头陀 守备 1
瘦头陀 方怡 6
瘦头陀 殷锦 1
瘦头陀 张淡月 1
瘦头陀 吴三桂 2
瘦头陀 洪安通 6
瘦头陀 桑结 41
瘦头陀 葛尔丹 13
瘦头陀 沐剑屏 1
瘦头陀 曾柔 1
瘦头陀 阿济赤 1
瘦头陀 多隆 3
瘦头陀 陶红英 3
瘦头陀 归辛树 1
建宁公主 韦小宝 235
建宁公主 小桂子 41
建宁公主 鳌拜 4
建宁公主 双儿 7
建宁公主 净济 1
建宁公主 净清 1
建宁公主 察尔珠 1
建宁公主 陶红英 6
建宁公主 九难 7
建宁公主 陆高轩 4
建宁公主 吴应熊 25
建宁公主 吴三桂 21
建宁公主 胖头陀 2
建宁公主 桑结 2
建宁公主 张康年 1
建宁公主 钱老本 1
建宁公主 沐剑屏 6
建宁公主 夏国相 1
建宁公主 方怡 8
建宁公主 苏菲亚 4
建宁公主 高里津 1
建宁公主 赵良栋 1
建宁公主 张勇 3
建宁公主 王进宝 2
建宁公主 孙思克 1
建宁公主 吴之荣 2
建宁公主 多隆 8
建宁公主 苏荃 4
建宁公主 风际中 2
建宁公主 温有方 3
建宁公主 曾柔 2
察尔珠 韦小宝 47
察尔珠 小桂子 2
察尔珠 鳌拜 7
察尔珠 多隆 17
察尔珠 张康年 2
察尔珠 赵齐贤 4
察尔珠 陆高轩 1
察尔珠 胖头陀 1
察尔珠 双儿 1
察尔珠 吴三桂 3
察尔珠 杰书 1
察尔珠 索额图 2
察尔珠 建宁公主 1
察尔珠 澄通 1
察尔珠 澄心 1
察尔珠 澄光 1
葛通 赵齐贤 5
葛通 韦小宝 15
葛通 张康年 2
葛通 元义方 1
葛通 吴三桂 2
葛通 富春 1
葛通 吴立身 1
葛通 敖彪 1
葛通 刘一舟 1
五符 韦小宝 2
元义方 韦小宝 152
元义方 张康年 26
元义方 赵齐贤 8
元义方 富春 24
元义方 司徒伯雷 34
元义方 吴三桂 69
元义方 李自成 8
元义方 司徒鹤 4
元义方 曾柔 4
元义方 吴应熊 6
元义方 葛通 1
元义方 吴立身 1
元义方 敖彪 1
元义方 刘一舟 1
富春 元义方 24
富春 韦小宝 43
富春 张康年 10
富春 赵齐贤 3
富春 司徒伯雷 4
富春 吴三桂 12
富春 李自成 2
富春 司徒鹤 1
富春 曾柔 1
富春 葛通 1
富春 吴立身 1
富春 敖彪 1
富春 刘一舟 1
富春 晦聪禅师 1
富春 澄心 1
富春 澄光 1
富春 澄通 1
富春 双儿 1
司徒伯雷 元义方 34
司徒伯雷 韦小宝 97
司徒伯雷 张康年 11
司徒伯雷 赵齐贤 4
司徒伯雷 富春 4
司徒伯雷 吴三桂 83
司徒伯雷 李自成 4
司徒伯雷 司徒鹤 13
司徒伯雷 曾柔 13
司徒伯雷 吴应熊 9
司徒伯雷 张勇 4
司徒伯雷 施琅 4
司徒伯雷 黄甫 1
司徒伯雷 徐天川 13
司徒伯雷 风际中 4
司徒伯雷 李力世 4
司徒伯雷 祁清彪 3
司徒伯雷 钱老本 6
司徒伯雷 孙思克 5
司徒伯雷 樊纲 1
司徒伯雷 双儿 1
司徒伯雷 明珠 1
李自成 元义方 8
李自成 韦小宝 216
李自成 张康年 9
李自成 赵齐贤 3
李自成 富春 2
李自成 司徒伯雷 4
李自成 吴三桂 203
李自成 陈圆圆 86
李自成 九难 104
李自成 夏国相 5
李自成 沐剑声 1
李自成 柳大洪 1
李自成 玄真道人 1
李自成 吴应熊 5
李自成 徐天川 18
李自成 瘦头陀 11
李自成 冯锡范 42
李自成 李西华 144
李自成 陆高轩 2
李自成 风际中 11
李自成 钱老本 9
李自成 吴六奇 17
李自成 马超兴 12
李自成 陈近南 6
李自成 胖头陀 1
李自成 双儿 7
李自成 苏菲亚 5
李自成 小桂子 1
李自成 吴之荣 2
李自成 李力世 1
李自成 归二娘 1
司徒鹤 司徒伯雷 13
司徒鹤 张康年 3
司徒鹤 元义方 4
司徒鹤 曾柔 19
司徒鹤 吴三桂 14
司徒鹤 吴应熊 1
司徒鹤 韦小宝 52
司徒鹤 富春 1
司徒鹤 徐天川 6
司徒鹤 李力世 4
司徒鹤 祁清彪 3
司徒鹤 风际中 3
司徒鹤 樊纲 3
司徒鹤 钱老本 31
司徒鹤 双儿 2
司徒鹤 方怡 2
司徒鹤 汤若望 1
司徒鹤 南怀仁 1
司徒鹤 阿济赤 1
司徒鹤 多隆 1
曾柔 司徒伯雷 13
曾柔 张康年 3
曾柔 元义方 4
曾柔 司徒鹤 19
曾柔 吴三桂 7
曾柔 吴应熊 7
曾柔 韦小宝 243
曾柔 富春 1
曾柔 徐天川 9
曾柔 张勇 3
曾柔 赵良栋 2
曾柔 钱老本 5
曾柔 孙思克 1
曾柔 李力世 1
曾柔 祁清彪 1
曾柔 风际中 8
曾柔 樊纲 1
曾柔 双儿 55
曾柔 方怡 53
曾柔 葛尔丹 15
曾柔 桑结 17
曾柔 赵齐贤 1
曾柔 沐剑屏 46
曾柔 瘦头陀 1
曾柔 多隆 3
曾柔 阿济赤 6
曾柔 陈近南 3
曾柔 陆高轩 1
曾柔 胖头陀 1
曾柔 殷锦 5
曾柔 张淡月 2
曾柔 苏荃 30
曾柔 冯锡范 1
曾柔 施琅 1
曾柔 小桂子 2
曾柔 王进宝 1
曾柔 温有方 1
曾柔 建宁公主 2
晦聪禅师 韦小宝 24
晦聪禅师 张康年 4
晦聪禅师 澄心 1
晦聪禅师 澄光 1
晦聪禅师 澄通 1
晦聪禅师 富春 1
晦聪禅师 赵齐贤 1
晦聪禅师 双儿 1
晦聪禅师 澄识 2
晦聪禅师 净清 2
晦聪禅师 净济 2
晦聪禅师 澄观 4
晦聪禅师 九难 2
晦聪禅师 冯难敌 8
晦聪禅师 沐剑声 2
澄通 韦小宝 90
澄通 晦聪禅师 1
澄通 澄心 15
澄通 澄光 7
澄通 富春 1
澄通 赵齐贤 2
澄通 张康年 2
澄通 双儿 4
澄通 海大富 2
澄通 陈近南 1
澄通 行痴 43
澄通 玉林 9
澄通 澄观 9
澄通 行颠 6
澄通 多隆 6
澄通 察尔珠 1
澄通 索额图 1
净济 韦小宝 64
净济 建宁公主 1
净济 双儿 1
净济 净清 31
净济 晦聪禅师 2
净济 澄识 7
净济 澄心 5
净济 澄观 25
净清 韦小宝 20
净清 建宁公主 1
净清 双儿 1
净清 净济 31
净清 晦聪禅师 2
净清 澄识 9
净清 澄心 5
净清 澄观 7
澄识 韦小宝 11
澄识 晦聪禅师 2
澄识 净清 9
澄识 净济 7
澄识 澄心 11
澄识 澄观 12
澄观 净清 7
澄观 澄识 12
澄观 澄心 16
澄观 韦小宝 604
澄观 净济 25
澄观 沐剑屏 1
澄观 海大富 4
澄观 陈近南 2
澄观 双儿 11
澄观 晦聪禅师 4
澄观 葛尔丹 24
澄观 昌齐 8
澄观 杨溢之 8
澄观 吴应熊 2
澄观 鳌拜 4
澄观 小桂子 2
澄观 张康年 3
澄观 澄通 9
澄观 澄光 7
澄观 玉林 8
澄观 行痴 14
澄观 行颠 8
澄观 多隆 11
澄观 赵齐贤 1
澄观 风际中 2
澄观 樊纲 1
澄观 九难 4
澄观 吴三桂 1
澄观 陈圆圆 1
葛尔丹 韦小宝 310
葛尔丹 昌齐 13
葛尔丹 澄观 24
葛尔丹 杨溢之 7
葛尔丹 鳌拜 3
葛尔丹 小桂子 3
葛尔丹 张康年 6
葛尔丹 马宝 9
葛尔丹 吴三桂 71
葛尔丹 赵齐贤 6
葛尔丹 吴应熊 12
葛尔丹 徐天川 8
葛尔丹 卢一峰 3
葛尔丹 冯锡范 1
葛尔丹 陈近南 1
葛尔丹 风际中 1
葛尔丹 双儿 8
葛尔丹 桑结 150
葛尔丹 曾柔 15
葛尔丹 明珠 2
葛尔丹 张勇 5
葛尔丹 陈圆圆 73
葛尔丹 九难 2
葛尔丹 瘦头陀 13
葛尔丹 胖头陀 28
葛尔丹 陆高轩 4
昌齐 韦小宝 30
昌齐 葛尔丹 13
昌齐 澄观 8
昌齐 杨溢之 5
昌齐 鳌拜 2
昌齐 小桂子 1
昌齐 吴应熊 2
马宝 韦小宝 20
马宝 葛尔丹 9
马宝 吴三桂 8
马宝 赵齐贤 1
马宝 夏国相 6
马宝 陈圆圆 12
马宝 桑结 2
马宝 李力世 1
马宝 钱老本 2
马宝 守备 2
马宝 孙思克 2
呼巴音 韦小宝 99
呼巴音 桑结 31
呼巴音 海大富 1
施琅 韦小宝 811
施琅 陈近南 135
施琅 冯锡范 54
施琅 索额图 65
施琅 胖头陀 9
施琅 陆高轩 11
施琅 小桂子 6
施琅 风际中 18
施琅 徐天川 9
施琅 吴三桂 15
施琅 双儿 30
施琅 鳌拜 15
施琅 黄甫 6
施琅 方怡 26
施琅 瘦头陀 28
施琅 守备 9
施琅 洪安通 1
施琅 许雪亭 1
施琅 无根道人 3
施琅 南怀仁 8
施琅 汤若望 2
施琅 吴六奇 2
施琅 林兴珠 78
施琅 明珠 3
施琅 吴应熊 4
施琅 司徒伯雷 4
施琅 张勇 4
施琅 李力世 1
施琅 苏荃 20
施琅 曾柔 1
施琅 沐剑屏 1
施琅 彭参将 8
施琅 洪朝 42
施琅 路副将 7
施琅 多隆 12
冯锡范 施琅 54
冯锡范 韦小宝 481
冯锡范 杨溢之 17
冯锡范 九难 9
冯锡范 吴三桂 28
冯锡范 陈近南 143
冯锡范 钱老本 14
冯锡范 风际中 59
冯锡范 关安基 7
冯锡范 贾老六 1
冯锡范 吴应熊 1
冯锡范 葛尔丹 1
冯锡范 张康年 18
冯锡范 瘦头陀 16
冯锡范 李自成 42
冯锡范 李西华 52
冯锡范 陆高轩 11
冯锡范 胖头陀 7
冯锡范 双儿 57
冯锡范 徐天川 13
冯锡范 吴六奇 28
冯锡范 马超兴 22
冯锡范 胡逸之 44
冯锡范 林兴珠 5
冯锡范 索额图 3
冯锡范 归二娘 3
冯锡范 沐剑声 1
冯锡范 归钟 3
冯锡范 苏冈 1
冯锡范 归辛树 2
冯锡范 苏荃 27
冯锡范 何惕守 1
冯锡范 方怡 3
冯锡范 沐剑屏 1
冯锡范 曾柔 1
冯锡范 洪朝 4
冯锡范 多隆 32
冯锡范 明珠 3
冯锡范 赵齐贤 8
冯锡范 茅十八 11
冯锡范 樊纲 3
冯锡范 小桂子 1
九难 韦小宝 411
九难 陈近南 12
九难 桑结 12
九难 吴三桂 164
九难 冯难敌 5
九难 晦聪禅师 2
九难 沐剑声 1
九难 徐天川 25
九难 钱老本 3
九难 关安基 3
九难 李力世 3
九难 风际中 9
九难 樊纲 3
九难 吴立身 9
九难 敖彪 2
九难 冯锡范 9
九难 多隆 1
九难 杨溢之 4
九难 鳌拜 3
九难 双儿 10
九难 建宁公主 7
九难 胖头陀 2
九难 海大富 2
九难 澄观 4
九难 张康年 1
九难 赵齐贤 1
九难 沐剑屏 4
九难 夏国相 10
九难 吴应熊 2
九难 祁清彪 1
九难 陈圆圆 49
九难 李自成 104
九难 吴六奇 2
九难 瘦头陀 7
九难 苏菲亚 1
九难 高里津 2
九难 葛尔丹 2
九难 胡逸之 1
冯难敌 吴三桂 6
冯难敌 九难 5
冯难敌 韦小宝 19
冯难敌 陈圆圆 2
冯难敌 钱老本 2
冯难敌 晦聪禅师 8
冯难敌 沐剑声 4
冯难敌 归二娘 4
冯难敌 归辛树 9
冯难敌 双儿 12
冯难敌 何惕守 3
冯难敌 陈近南 2
冯难敌 吴六奇 1
陈圆圆 吴三桂 150
陈圆圆 冯难敌 2
陈圆圆 韦小宝 396
陈圆圆 夏国相 16
陈圆圆 李自成 86
陈圆圆 明珠 1
陈圆圆 九难 49
陈圆圆 澄观 1
陈圆圆 沐剑声 2
陈圆圆 柳大洪 2
陈圆圆 玄真道人 2
陈圆圆 赵齐贤 2
陈圆圆 张康年 2
陈圆圆 钱老本 1
陈圆圆 徐天川 1
陈圆圆 瘦头陀 1
陈圆圆 李西华 2
陈圆圆 吴六奇 24
陈圆圆 胡逸之 34
陈圆圆 马超兴 13
陈圆圆 吴立身 1
陈圆圆 吴之荣 7
陈圆圆 桑结 47
陈圆圆 葛尔丹 73
陈圆圆 马宝 12
陈圆圆 吴应熊 8
陈圆圆 小桂子 1
陈圆圆 马佑 2
陈圆圆 慕天颜 2
陈圆圆 孙思克 4
祁清彪 吴三桂 9
祁清彪 韦小宝 43
祁清彪 吴立身 3
祁清彪 钱老本 8
祁清彪 徐天川 8
祁清彪 柳大洪 2
祁清彪 沐剑声 1
祁清彪 夏国相 1
祁清彪 吴应熊 1
祁清彪 九难 1
祁清彪 邝天雄 4
祁清彪 李力世 4
祁清彪 风际中 6
祁清彪 司徒伯雷 3
祁清彪 樊纲 4
祁清彪 司徒鹤 3
祁清彪 曾柔 1
祁清彪 双儿 7
祁清彪 茅十八 1
夏国相 韦小宝 211
夏国相 吴应熊 4
夏国相 马宝 6
夏国相 吴三桂 118
夏国相 陈圆圆 16
夏国相 沐剑屏 52
夏国相 徐天川 3
夏国相 钱老本 7
夏国相 刘一舟 2
夏国相 祁清彪 1
夏国相 九难 10
夏国相 李自成 5
夏国相 沐剑声 1
夏国相 柳大洪 1
夏国相 玄真道人 1
夏国相 赵齐贤 1
夏国相 张康年 1
夏国相 建宁公主 1
夏国相 陈近南 2
夏国相 吴六奇 3
夏国相 李力世 1
夏国相 守备 2
夏国相 孙思克 2
邝天雄 韦小宝 40
邝天雄 沐剑屏 2
邝天雄 沐剑声 1
邝天雄 吴三桂 19
邝天雄 钱老本 18
邝天雄 李力世 4
邝天雄 祁清彪 4
邝天雄 风际中 4
邝天雄 徐天川 4
邝天雄 马超兴 2
胡逸之 吴六奇 78
胡逸之 马超兴 41
胡逸之 韦小宝 95
胡逸之 冯锡范 44
胡逸之 风际中 8
胡逸之 陈圆圆 34
胡逸之 吴三桂 3
胡逸之 吴立身 1
胡逸之 双儿 2
胡逸之 九难 1
林兴珠 陈近南 25
林兴珠 吴六奇 7
林兴珠 韦小宝 201
林兴珠 马超兴 7
林兴珠 吴三桂 5
林兴珠 双儿 8
林兴珠 冯锡范 5
林兴珠 施琅 78
林兴珠 黄甫 1
林兴珠 明珠 3
林兴珠 洪朝 29
林兴珠 守备 4
林兴珠 路副将 8
林兴珠 鳌拜 4
林兴珠 方怡 1
林兴珠 彭参将 2
林兴珠 索额图 12
林兴珠 图尔布青 6
林兴珠 小桂子 1
林兴珠 苏菲亚 4
林兴珠 华伯斯基 1
林兴珠 齐洛诺夫 1
林兴珠 苏荃 1
林兴珠 费要多罗 14
林兴珠 佟国纲 6
林兴珠 马齐 2
林兴珠 马喇 1
林兴珠 阿尔尼 1
汤若望 吴三桂 12
汤若望 韦小宝 80
汤若望 南怀仁 21
汤若望 鳌拜 7
汤若望 双儿 1
汤若望 小桂子 2
汤若望 玄烨 2
汤若望 陆高轩 8
汤若望 洪安通 6
汤若望 胖头陀 3
汤若望 施琅 2
汤若望 顾炎武 1
汤若望 吴之荣 3
汤若望 司徒鹤 1
汤若望 阿济赤 1
南怀仁 韦小宝 71
南怀仁 汤若望 21
南怀仁 鳌拜 4
南怀仁 双儿 1
南怀仁 小桂子 5
南怀仁 玄烨 2
南怀仁 吴三桂 6
南怀仁 陆高轩 2
南怀仁 施琅 8
南怀仁 司徒鹤 1
南怀仁 阿济赤 11
南怀仁 赵齐贤 2
教士 韦小宝 82
教士 吴三桂 1
教士 齐洛诺夫 7
教士 苏菲亚 11
教士 华伯斯基 7
教士 佟国纲 3
教士 索额图 9
教士 费要多罗 29
教士 双儿 3
黄甫 韦小宝 19
黄甫 施琅 6
黄甫 方怡 5
黄甫 无根道人 3
黄甫 陈近南 1
黄甫 吴六奇 1
黄甫 林兴珠 1
黄甫 明珠 3
黄甫 吴三桂 2
黄甫 吴应熊 2
黄甫 司徒伯雷 1
黄甫 张勇 2
黄甫 徐天川 2
黄甫 风际中 1
云素梅 韦小宝 20
云素梅 方怡 6
云素梅 胖头陀 2
苏菲亚 韦小宝 523
苏菲亚 高里津 27
苏菲亚 建宁公主 4
苏菲亚 双儿 104
苏菲亚 陆高轩 4
苏菲亚 九难 1
苏菲亚 西奥图三世 8
苏菲亚 吴三桂 5
苏菲亚 方怡 3
苏菲亚 陈近南 4
苏菲亚 索额图 9
苏菲亚 李自成 5
苏菲亚 杰书 2
苏菲亚 桑结 1
苏菲亚 吴应熊 1
苏菲亚 温有方 3
苏菲亚 小桂子 1
苏菲亚 林兴珠 4
苏菲亚 华伯斯基 11
苏菲亚 齐洛诺夫 12
苏菲亚 教士 11
苏菲亚 费要多罗 19
苏菲亚 佟国纲 4
高里津 韦小宝 39
高里津 苏菲亚 27
高里津 建宁公主 1
高里津 陆高轩 3
高里津 九难 2
高里津 西奥图三世 2
西奥图三世 韦小宝 6
西奥图三世 苏菲亚 8
西奥图三世 高里津 2
西奥图三世 陆高轩 2
西奥图三世 双儿 1
巴泰 韦小宝 2
巴泰 吴三桂 13
巴泰 杰书 2
巴泰 明珠 1
巴泰 图海道 1
卫周祚 韦小宝 2
对喀纳 吴三桂 6
对喀纳 米思翰 2
米思翰 对喀纳 2
米思翰 吴三桂 3
杜立德 韦小宝 4
杜立德 索额图 5
杜立德 吴三桂 4
杜立德 多隆 2
杜立德 杰书 1
杜立德 明珠 1
图海道 索额图 2
图海道 巴泰 1
图海道 明珠 1
赵良栋 明珠 26
赵良栋 韦小宝 223
赵良栋 吴三桂 45
赵良栋 吴应熊 30
赵良栋 建宁公主 1
赵良栋 张勇 43
赵良栋 王进宝 56
赵良栋 孙思克 20
赵良栋 小桂子 2
赵良栋 徐天川 3
赵良栋 曾柔 2
赵良栋 李力世 3
赵良栋 陈近南 3
赵良栋 双儿 1
赵良栋 马超兴 1
赵良栋 归辛树 3
赵良栋 沐剑屏 2
赵良栋 胖头陀 2
赵良栋 陆高轩 2
赵良栋 无根道人 2
赵良栋 张淡月 2
赵良栋 殷锦 2
赵良栋 苏荃 1
赵良栋 鳌拜 1
张勇 韦小宝 196
张勇 赵良栋 43
张勇 吴应熊 55
张勇 建宁公主 3
张勇 王进宝 54
张勇 孙思克 38
张勇 吴三桂 48
张勇 司徒伯雷 4
张勇 施琅 4
张勇 黄甫 2
张勇 徐天川 8
张勇 风际中 2
张勇 曾柔 3
张勇 明珠 2
张勇 葛尔丹 5
张勇 桑结 2
张勇 双儿 5
张勇 赵齐贤 1
张勇 李力世 6
张勇 吴之荣 3
张勇 守备 2
张勇 陈近南 3
张勇 马超兴 1
张勇 归钟 2
张勇 归二娘 16
张勇 归辛树 8
张勇 小桂子 1
张勇 鳌拜 1
王进宝 韦小宝 250
王进宝 赵良栋 56
王进宝 吴应熊 50
王进宝 建宁公主 2
王进宝 张勇 54
王进宝 孙思克 46
王进宝 小桂子 6
王进宝 吴三桂 23
王进宝 吴之荣 2
王进宝 李力世 3
王进宝 归辛树 4
王进宝 沐剑屏 6
王进宝 殷锦 2
王进宝 双儿 5
王进宝 苏荃 8
王进宝 方怡 12
王进宝 温有方 14
王进宝 曾柔 1
孙思克 韦小宝 140
孙思克 赵良栋 20
孙思克 吴应熊 12
孙思克 建宁公主 1
孙思克 张勇 38
孙思克 王进宝 46
孙思克 吴三桂 48
孙思克 曾柔 1
孙思克 钱老本 1
孙思克 司徒伯雷 5
孙思克 徐天川 3
孙思克 风际中 2
孙思克 李力世 3
孙思克 归辛树 5
孙思克 沐剑屏 1
孙思克 殷锦 1
孙思克 苏荃 2
孙思克 夏国相 2
孙思克 马宝 2
孙思克 陈圆圆 4
马佑 韦小宝 94
马佑 慕天颜 51
马佑 吴之荣 30
马佑 吴三桂 25
马佑 陈圆圆 2
马佑 徐天川 1
慕天颜 韦小宝 123
慕天颜 吴之荣 38
慕天颜 吴三桂 32
慕天颜 马佑 51
慕天颜 陈圆圆 2
慕天颜 徐天川 2
张妈 韦小宝 10
张妈 徐天川 5
张妈 吴之荣 4
张妈 双儿 2
何惕守 韦小宝 70
何惕守 双儿 18
何惕守 归辛树 15
何惕守 归钟 11
何惕守 吴六奇 11
何惕守 徐天川 3
何惕守 李力世 1
何惕守 风际中 3
何惕守 归二娘 1
何惕守 冯难敌 3
何惕守 吴三桂 1
何惕守 陈近南 3
何惕守 冯锡范 1
何惕守 苏荃 1
何惕守 方怡 1
何惕守 沐剑屏 1
归辛树 双儿 18
归辛树 何惕守 15
归辛树 韦小宝 174
归辛树 归钟 59
归辛树 陈近南 67
归辛树 归二娘 91
归辛树 吴六奇 25
归辛树 冯难敌 9
归辛树 吴三桂 34
归辛树 马超兴 6
归辛树 冯锡范 2
归辛树 沐剑声 6
归辛树 苏冈 2
归辛树 柳大洪 16
归辛树 吴立身 5
归辛树 徐天川 3
归辛树 张勇 8
归辛树 王进宝 4
归辛树 赵良栋 3
归辛树 孙思克 5
归辛树 小桂子 2
归辛树 李力世 3
归辛树 钱老本 2
归辛树 风际中 2
归辛树 多隆 2
归辛树 瘦头陀 1
归辛树 陶红英 1
归辛树 方怡 1
归辛树 沐剑屏 2
归辛树 樊纲 2
归钟 双儿 11
归钟 何惕守 11
归钟 归辛树 59
归钟 韦小宝 143
归钟 吴六奇 22
归钟 徐天川 12
归钟 李力世 7
归钟 吴三桂 29
归钟 陈近南 38
归钟 马超兴 6
归钟 吴之荣 3
归钟 归二娘 80
归钟 沐剑声 11
归钟 柳大洪 14
归钟 吴立身 14
归钟 苏冈 4
归钟 冯锡范 3
归钟 张勇 2
归钟 鳌拜 1
归钟 钱老本 1
归钟 风际中 1
归钟 多隆 4
归二娘 陈近南 90
归二娘 双儿 7
归二娘 归辛树 91
归二娘 归钟 80
归二娘 吴六奇 25
归二娘 韦小宝 176
归二娘 何惕守 1
归二娘 冯难敌 4
归二娘 吴三桂 59
归二娘 马超兴 12
归二娘 沐剑声 16
归二娘 柳大洪 39
归二娘 吴立身 13
归二娘 苏冈 4
归二娘 李自成 1
归二娘 冯锡范 3
归二娘 徐天川 4
归二娘 张勇 16
归二娘 鳌拜 1
归二娘 李力世 1
归二娘 钱老本 1
归二娘 风际中 1
归二娘 多隆 2
阿济赤 韦小宝 61
阿济赤 小桂子 3
阿济赤 瘦头陀 1
阿济赤 汤若望 1
阿济赤 南怀仁 11
阿济赤 司徒鹤 1
阿济赤 赵齐贤 9
阿济赤 陶红英 5
阿济赤 陈近南 2
阿济赤 沐剑声 1
阿济赤 徐天川 1
阿济赤 柳大洪 1
阿济赤 沐剑屏 4
阿济赤 曾柔 6
阿济赤 双儿 8
阿济赤 风际中 2
阿济赤 钱老本 4
彭参将 韦小宝 48
彭参将 苏荃 11
彭参将 施琅 8
彭参将 林兴珠 2
彭参将 洪朝 2
洪朝 韦小宝 73
洪朝 施琅 42
洪朝 陈近南 3
洪朝 林兴珠 29
洪朝 守备 1
洪朝 吴三桂 2
洪朝 冯锡范 4
洪朝 路副将 3
洪朝 方怡 2
洪朝 彭参将 2
洪朝 鳌拜 1
洪朝 索额图 2
洪朝 图尔布青 13
路副将 施琅 7
路副将 韦小宝 12
路副将 林兴珠 8
路副将 洪朝 3
图尔布青 韦小宝 47
图尔布青 洪朝 13
图尔布青 林兴珠 6
图尔布青 索额图 1
华伯斯基 韦小宝 73
华伯斯基 齐洛诺夫 42
华伯斯基 苏菲亚 11
华伯斯基 林兴珠 1
华伯斯基 教士 7
华伯斯基 费要多罗 5
华伯斯基 双儿 2
齐洛诺夫 韦小宝 65
齐洛诺夫 华伯斯基 42
齐洛诺夫 苏菲亚 12
齐洛诺夫 教士 7
齐洛诺夫 林兴珠 1
齐洛诺夫 费要多罗 3
齐洛诺夫 双儿 1
马喇 韦小宝 11
马喇 索额图 3
马喇 阿尔尼 2
马喇 马齐 1
马喇 佟国纲 3
马喇 费要多罗 2
马喇 林兴珠 1
阿尔尼 韦小宝 7
阿尔尼 索额图 3
阿尔尼 马喇 2
阿尔尼 马齐 1
阿尔尼 佟国纲 3
阿尔尼 林兴珠 1
马齐 韦小宝 3
马齐 索额图 1
马齐 马喇 1
马齐 阿尔尼 1
马齐 佟国纲 1
马齐 林兴珠 2
马齐 费要多罗 1
佟国纲 韦小宝 114
佟国纲 索额图 24
佟国纲 马喇 3
佟国纲 阿尔尼 3
佟国纲 马齐 1
佟国纲 费要多罗 42
佟国纲 苏菲亚 4
佟国纲 教士 3
佟国纲 林兴珠 6
佟国纲 双儿 1
费要多罗 韦小宝 473
费要多罗 华伯斯基 5
费要多罗 马喇 2
费要多罗 索额图 99
费要多罗 佟国纲 42
费要多罗 苏菲亚 19
费要多罗 教士 29
费要多罗 林兴珠 14
费要多罗 马齐 1
费要多罗 双儿 29
费要多罗 齐洛诺夫 3
菊芳 韦小宝 35
吕毅中 苏荃 4
吕毅中 吕留良 7
吕毅中 韦小宝 11
吕毅中 吴之荣 2
吕毅中 吕葆中 4
吕毅中 顾炎武 7
吕毅中 吴三桂 1
舒化龙 双儿 5
舒化龙 韦小宝 41
舒化龙 顾炎武 22
舒化龙 苏荃 12
舒化龙 陈近南 4
